Match Gap,Month,Date,Date_Converted,MathType,Season,HomeAway,Team_Name,Team,TeamRanking,Home,Home_Ranking,Away,Away_Ranking,FinalScore,ScoreGoal,GetGoal,Results,PreScoreGoal,PrePreScoreGoal,PreGetGoal,PrePreGetGoal,Ramos_Position,RamosTime,RamosGoal,RamosAss
7,2,2015. 2. 14,"Feb 14, 2015",1,14/15,0,Deportivo de La Coruña,26,11,Real Madrid,Real Madrid  (1.),Deportivo de La Coruña,Dep. La Coruña  (11.),2:0,2,0,0,0,2,4,1,Torn muscle bundle,0,0,0
4,2,2015. 2. 18,"Feb 18, 2015",0,14/15,1,FC Schalke 04,33,0,FC Schalke 04,FC Schalke 04,Real Madrid,Real Madrid,0:2,2,0,0,2,0,0,4,Torn muscle bundle,0,0,0
4,2,2015. 2. 22,"Feb 22, 2015",1,14/15,1,Elche CF,29,17,Elche CF,Elche CF  (17.),Real Madrid,Real Madrid  (1.),0:2,2,0,0,2,2,0,0,Torn muscle bundle,0,0,0
7,3,2015. 3. 1,"Mar 1, 2015",1,14/15,0,Villarreal CF,89,6,Real Madrid,Real Madrid  (1.),Villarreal CF,Villarreal  (6.),1:1,1,1,1,2,2,0,0,Torn muscle bundle,0,0,0
6,3,2015. 3. 7,"Mar 7, 2015",1,14/15,1,Athletic Bilbao,8,10,Athletic Bilbao,Athletic  (10.),Real Madrid,Real Madrid  (1.),1:0,0,1,2,1,2,1,0,Torn muscle bundle,0,0,0
3,3,2015. 3. 10,"Mar 10, 2015",0,14/15,0,FC Schalke 04,33,0,Real Madrid,Real Madrid,FC Schalke 04,FC Schalke 04,3:4,3,4,2,0,1,1,1,Torn muscle bundle,0,0,0
5,3,2015. 3. 15,"Mar 15, 2015",1,14/15,0,Levante UD,46,17,Real Madrid,Real Madrid  (2.),Levante UD,Levante  (17.),2:0,2,0,0,3,0,4,1,CB,0,0,0
7,3,2015. 3. 22,"Mar 22, 2015",1,14/15,1,FC Barcelona,30,1,FC Barcelona,FC Barcelona  (1.),Real Madrid,Real Madrid  (2.),2:1,1,2,2,2,3,0,4,CB,90,0,0
14,4,2015. 4. 5,"Apr 5, 2015",1,14/15,0,Granada CF,41,19,Real Madrid,Real Madrid  (2.),Granada CF,Granada CF  (19.),9:1,9,1,0,1,2,2,0,CB,90,0,0
3,4,2015. 4. 8,"Apr 8, 2015",1,14/15,1,Rayo Vallecano,59,9,Rayo Vallecano,Rayo Vallecano  (9.),Real Madrid,Real Madrid  (2.),0:2,2,0,0,9,1,1,2,CB,90,0,0
3,4,2015. 4. 11,"Apr 11, 2015",1,14/15,0,SD Eibar,70,14,Real Madrid,Real Madrid  (2.),SD Eibar,SD Eibar  (14.),3:0,3,0,0,2,9,0,1,CB,90,0,0
3,4,2015. 4. 14,"Apr 14, 2015",0,14/15,1,Atlético Madrid,9,0,Atlético Madrid,Atlético Madrid,Real Madrid,Real Madrid,0:0,0,0,1,3,2,0,0,CB,64,0,0
4,4,2015. 4. 18,"Apr 18, 2015",1,14/15,0,Málaga CF,48,7,Real Madrid,Real Madrid  (2.),Málaga CF,Málaga CF  (7.),3:1,3,1,0,0,3,0,0,CB,90,0,0
4,4,2015. 4. 22,"Apr 22, 2015",0,14/15,0,Atlético Madrid,9,0,Real Madrid,Real Madrid,Atlético Madrid,Atlético Madrid,1:0,1,0,0,3,0,1,0,DM,90,1,0
4,4,2015. 4. 26,"Apr 26, 2015",1,14/15,1,Celta de Vigo,20,9,Celta de Vigo,Celta de Vigo  (9.),Real Madrid,Real Madrid  (2.),2:4,4,2,0,1,3,0,1,CB,90,0,0
3,4,2015. 4. 29,"Apr 29, 2015",1,14/15,0,UD Almería,82,17,Real Madrid,Real Madrid  (2.),UD Almería,UD Almería  (17.),3:0,3,0,0,4,1,2,0,Yellow card suspension,90,0,1
3,5,2015. 5. 2,"May 2, 2015",1,14/15,1,Sevilla FC,73,5,Sevilla FC,Sevilla FC  (5.),Real Madrid,Real Madrid  (2.),2:3,3,2,0,3,4,0,2,DM,0,0,0
3,5,2015. 5. 5,"May 5, 2015",0,14/15,1,Juventus FC,44,0,Juventus FC,Juventus,Real Madrid,Real Madrid,2:1,1,2,2,3,3,2,0,CM,90,0,0
4,5,2015. 5. 9,"May 9, 2015",1,14/15,0,Valencia CF,87,4,Real Madrid,Real Madrid  (2.),Valencia CF,Valencia  (4.),2:2,2,2,1,1,3,2,2,CB,90,0,0
4,5,2015. 5. 13,"May 13, 2015",0,14/15,0,Juventus FC,44,0,Real Madrid,Real Madrid,Juventus FC,Juventus,1:1,1,1,1,2,1,2,2,CB,90,0,0
4,5,2015. 5. 17,"May 17, 2015",1,14/15,1,RCD Espanyol Barcelona,60,8,RCD Espanyol Barcelona,Espanyol  (8.),Real Madrid,Real Madrid  (2.),1:4,4,1,0,1,2,1,2,not in squad,90,0,0
6,5,2015. 5. 23,"May 23, 2015",1,14/15,0,Getafe CF,37,14,Real Madrid,Real Madrid  (2.),Getafe CF,Getafe  (14.),7:3,7,3,0,4,1,1,1,not in squad,0,0,0
92,8,2015. 8. 23,"Aug 23, 2015",1,15/16,1,Sporting Gijón,76,16,Sporting Gijón,Sporting Gijón  (16.),Real Madrid,Real Madrid  (2.),0:0,0,0,1,7,4,3,1,CB,0,0,0
6,8,2015. 8. 29,"Aug 29, 2015",1,15/16,0,Real Betis Balompié,62,6,Real Madrid,Real Madrid  (10.),Real Betis Balompié,Real Betis  (6.),5:0,5,0,0,0,7,0,3,CB,90,0,0
14,9,2015. 9. 12,"Sep 12, 2015",1,15/16,1,RCD Espanyol Barcelona,60,8,RCD Espanyol Barcelona,Espanyol  (8.),Real Madrid,Real Madrid  (5.),0:6,6,0,0,5,0,0,0,CB,90,0,0
3,9,2015. 9. 15,"Sep 15, 2015",0,15/16,0,Shakhtar Donetsk,74,0,Real Madrid,Real Madrid,Shakhtar Donetsk,Shakhtar D.,4:0,4,0,0,6,5,0,0,CB,74,0,0
4,9,2015. 9. 19,"Sep 19, 2015",1,15/16,0,Granada CF,41,11,Real Madrid,Real Madrid  (2.),Granada CF,Granada CF  (11.),1:0,1,0,0,4,6,0,0,Shoulder Injury,59,0,0
4,9,2015. 9. 23,"Sep 23, 2015",1,15/16,1,Athletic Bilbao,8,13,Athletic Bilbao,Athletic  (13.),Real Madrid,Real Madrid  (2.),1:2,2,1,0,1,4,0,0,Shoulder Injury,0,0,0
3,9,2015. 9. 26,"Sep 26, 2015",1,15/16,0,Málaga CF,48,19,Real Madrid,Real Madrid  (1.),Málaga CF,Málaga CF  (19.),0:0,0,0,1,2,1,1,0,Shoulder Injury,0,0,0
4,9,2015. 9. 30,"Sep 30, 2015",0,15/16,1,Malmö FF,49,0,Malmö FF,Malmö FF,Real Madrid,Real Madrid,0:2,2,0,0,0,2,0,1,Shoulder Injury,0,0,0
4,10,2015. 10. 4,"Oct 4, 2015",1,15/16,1,Atlético Madrid,9,5,Atlético Madrid,Atlético Madrid  (5.),Real Madrid,Real Madrid  (3.),1:1,1,1,1,2,0,0,0,CB,0,0,0
13,10,2015. 10. 17,"Oct 17, 2015",1,15/16,0,Levante UD,46,18,Real Madrid,Real Madrid  (2.),Levante UD,Levante  (18.),3:0,3,0,0,1,2,1,0,Shoulder Injury,90,0,0
4,10,2015. 10. 21,"Oct 21, 2015",0,15/16,1,Paris Saint-Germain,56,0,Paris Saint-Germain,Paris SG,Real Madrid,Real Madrid,0:0,0,0,1,3,1,0,1,CB,0,0,0
3,10,2015. 10. 24,"Oct 24, 2015",1,15/16,1,Celta de Vigo,20,2,Celta de Vigo,Celta de Vigo  (2.),Real Madrid,Real Madrid  (1.),1:3,3,1,0,0,3,0,0,CB,90,0,0
7,10,2015. 10. 31,"Oct 31, 2015",1,15/16,0,UD Las Palmas,83,18,Real Madrid,Real Madrid  (1.),UD Las Palmas,UD Las Palmas  (18.),3:1,3,1,0,3,0,1,0,not in squad,90,0,0
3,11,2015. 11. 3,"Nov 3, 2015",0,15/16,0,Paris Saint-Germain,56,0,Real Madrid,Real Madrid,Paris Saint-Germain,Paris SG,1:0,1,0,0,3,3,1,1,CB,0,0,0
5,11,2015. 11. 8,"Nov 8, 2015",1,15/16,1,Sevilla FC,73,11,Sevilla FC,Sevilla FC  (11.),Real Madrid,Real Madrid  (1.),3:2,2,3,2,1,3,0,1,CB,90,0,0
13,11,2015. 11. 21,"Nov 21, 2015",1,15/16,0,FC Barcelona,30,1,Real Madrid,Real Madrid  (2.),FC Barcelona,FC Barcelona  (1.),0:4,0,4,2,2,1,3,0,CB,31,1,0
4,11,2015. 11. 25,"Nov 25, 2015",0,15/16,1,Shakhtar Donetsk,74,0,Shakhtar Donetsk,Shakhtar D.,Real Madrid,Real Madrid,3:4,4,3,0,0,2,4,3,Knock,90,0,0
4,11,2015. 11. 29,"Nov 29, 2015",1,15/16,1,SD Eibar,70,6,SD Eibar,SD Eibar  (6.),Real Madrid,Real Madrid  (3.),0:2,2,0,0,4,0,3,4,Knock,0,0,0
3,12,2015. 12. 2,"Dec 2, 2015",2,15/16,1,Cádiz CF,15,21,Cádiz CF,Cádiz CF,Real Madrid,Real Madrid,1:3,3,1,0,2,4,0,3,Knock,0,0,0
3,12,2015. 12. 5,"Dec 5, 2015",1,15/16,0,Getafe CF,37,13,Real Madrid,Real Madrid  (3.),Getafe CF,Getafe  (13.),4:1,4,1,0,3,2,1,0,Knock,0,0,0
3,12,2015. 12. 8,"Dec 8, 2015",0,15/16,0,Malmö FF,49,0,Real Madrid,Real Madrid,Malmö FF,Malmö FF,8:0,8,0,0,4,3,1,1,Knock,0,0,0
5,12,2015. 12. 13,"Dec 13, 2015",1,15/16,1,Villarreal CF,89,5,Villarreal CF,Villarreal  (5.),Real Madrid,Real Madrid  (3.),1:0,0,1,2,8,4,0,1,CB,0,0,0
7,12,2015. 12. 20,"Dec 20, 2015",1,15/16,0,Rayo Vallecano,59,18,Real Madrid,Real Madrid  (3.),Rayo Vallecano,Rayo Vallecano  (18.),10:2,1,2,2,0,8,1,0,CB,90,0,0
10,12,2015. 12. 30,"Dec 30, 2015",1,15/16,0,Real Sociedad,64,14,Real Madrid,Real Madrid  (3.),Real Sociedad,Real Sociedad  (14.),3:1,3,1,0,1,0,2,1,Foot Injury,90,0,1
4,1,2016. 1. 3,"Jan 3, 2016",1,15/16,1,Valencia CF,87,10,Valencia CF,Valencia  (10.),Real Madrid,Real Madrid  (3.),2:2,2,2,1,3,1,1,2,CB,0,0,0
6,1,2016. 1. 9,"Jan 9, 2016",1,15/16,0,Deportivo de La Coruña,26,7,Real Madrid,Real Madrid  (3.),Deportivo de La Coruña,Dep. La Coruña  (7.),5:0,5,0,0,2,3,2,1,CB,90,0,0
8,1,2016. 1. 17,"Jan 17, 2016",1,15/16,0,Sporting Gijón,76,18,Real Madrid,Real Madrid  (3.),Sporting Gijón,Sporting Gijón  (18.),5:1,5,1,0,5,2,0,2,not in squad,45,0,1
7,1,2016. 1. 24,"Jan 24, 2016",1,15/16,1,Real Betis Balompié,62,15,Real Betis Balompié,Real Betis  (15.),Real Madrid,Real Madrid  (3.),1:1,1,1,1,5,5,1,0,not in squad,0,0,0
7,1,2016. 1. 31,"Jan 31, 2016",1,15/16,0,RCD Espanyol Barcelona,60,13,Real Madrid,Real Madrid  (3.),RCD Espanyol Barcelona,Espanyol  (13.),6:0,6,0,0,1,5,1,1,CB,0,0,0
7,2,2016. 2. 7,"Feb 7, 2016",1,15/16,1,Granada CF,41,19,Granada CF,Granada CF  (19.),Real Madrid,Real Madrid  (3.),1:2,2,1,0,6,1,0,1,CB,90,0,0
6,2,2016. 2. 13,"Feb 13, 2016",1,15/16,0,Athletic Bilbao,8,6,Real Madrid,Real Madrid  (3.),Athletic Bilbao,Athletic  (6.),4:2,4,2,0,2,6,1,0,CB,90,0,0
4,2,2016. 2. 17,"Feb 17, 2016",0,15/16,1,AS Roma,7,0,AS Roma,AS Roma,Real Madrid,Real Madrid,0:2,2,0,0,4,2,2,1,CB,90,0,0
4,2,2016. 2. 21,"Feb 21, 2016",1,15/16,1,Málaga CF,48,11,Málaga CF,Málaga CF  (11.),Real Madrid,Real Madrid  (3.),1:1,1,1,1,2,4,0,2,CB,90,0,0
6,2,2016. 2. 27,"Feb 27, 2016",1,15/16,0,Atlético Madrid,9,2,Real Madrid,Real Madrid  (3.),Atlético Madrid,Atlético Madrid  (2.),0:1,0,1,2,1,2,1,0,CB,90,0,0
4,3,2016. 3. 2,"Mar 2, 2016",1,15/16,1,Levante UD,46,20,Levante UD,Levante  (20.),Real Madrid,Real Madrid  (3.),1:3,3,1,0,0,1,1,1,Yellow card suspension,90,0,0
3,3,2016. 3. 5,"Mar 5, 2016",1,15/16,0,Celta de Vigo,20,6,Real Madrid,Real Madrid  (3.),Celta de Vigo,Celta de Vigo  (6.),7:1,7,1,0,3,0,1,1,CB,0,0,0
3,3,2016. 3. 8,"Mar 8, 2016",0,15/16,0,AS Roma,7,0,Real Madrid,Real Madrid,AS Roma,AS Roma,2:0,2,0,0,7,3,1,1,CB,90,0,1
5,3,2016. 3. 13,"Mar 13, 2016",1,15/16,1,UD Las Palmas,83,15,UD Las Palmas,UD Las Palmas  (15.),Real Madrid,Real Madrid  (3.),1:2,2,1,0,2,7,0,1,CB,90,0,0
7,3,2016. 3. 20,"Mar 20, 2016",1,15/16,0,Sevilla FC,73,5,Real Madrid,Real Madrid  (3.),Sevilla FC,Sevilla FC  (5.),4:0,4,0,0,2,2,1,0,Indirect card suspension,90,1,0
13,4,2016. 4. 2,"Apr 2, 2016",1,15/16,1,FC Barcelona,30,1,FC Barcelona,FC Barcelona  (1.),Real Madrid,Real Madrid  (3.),1:2,2,1,0,4,2,0,1,CB,0,0,0
4,4,2016. 4. 6,"Apr 6, 2016",0,15/16,1,VfL Wolfsburg,88,0,VfL Wolfsburg,VfL Wolfsburg,Real Madrid,Real Madrid,2:0,0,2,2,2,4,1,0,CB,83,0,0
3,4,2016. 4. 9,"Apr 9, 2016",1,15/16,0,SD Eibar,70,9,Real Madrid,Real Madrid  (3.),SD Eibar,SD Eibar  (9.),4:0,4,0,0,0,2,2,1,Indirect card suspension,90,0,0
3,4,2016. 4. 12,"Apr 12, 2016",0,15/16,0,VfL Wolfsburg,88,0,Real Madrid,Real Madrid,VfL Wolfsburg,VfL Wolfsburg,3:0,3,0,0,4,0,0,2,CB,0,0,0
4,4,2016. 4. 16,"Apr 16, 2016",1,15/16,1,Getafe CF,37,19,Getafe CF,Getafe  (19.),Real Madrid,Real Madrid  (3.),1:5,5,1,0,3,4,0,0,not in squad,90,0,0
4,4,2016. 4. 20,"Apr 20, 2016",1,15/16,0,Villarreal CF,89,4,Real Madrid,Real Madrid  (3.),Villarreal CF,Villarreal  (4.),3:0,3,0,0,5,3,1,0,CB,0,0,0
3,4,2016. 4. 23,"Apr 23, 2016",1,15/16,1,Rayo Vallecano,59,16,Rayo Vallecano,Rayo Vallecano  (16.),Real Madrid,Real Madrid  (3.),2:3,3,2,0,3,5,0,1,on the bench,90,0,0
3,4,2016. 4. 26,"Apr 26, 2016",0,15/16,1,Manchester City,50,0,Manchester City,Man City,Real Madrid,Real Madrid,0:0,0,0,1,3,3,2,0,CB,0,0,0
4,4,2016. 4. 30,"Apr 30, 2016",1,15/16,1,Real Sociedad,64,11,Real Sociedad,Real Sociedad  (11.),Real Madrid,Real Madrid  (3.),0:1,1,0,0,0,3,0,2,CB,90,0,0
4,5,2016. 5. 4,"May 4, 2016",0,15/16,0,Manchester City,50,0,Real Madrid,Real Madrid,Manchester City,Man City,1:0,1,0,0,1,0,0,0,CB,90,0,0
4,5,2016. 5. 8,"May 8, 2016",1,15/16,0,Valencia CF,87,9,Real Madrid,Real Madrid  (3.),Valencia CF,Valencia  (9.),3:2,3,2,0,1,1,0,0,CB,90,0,0
6,5,2016. 5. 14,"May 14, 2016",1,15/16,1,Deportivo de La Coruña,26,13,Deportivo de La Coruña,Dep. La Coruña  (13.),Real Madrid,Real Madrid  (2.),0:2,2,0,0,3,1,2,0,CB,90,0,0
14,5,2016. 5. 28,"May 28, 2016",0,15/16,0,Atlético Madrid,9,0,Real Madrid,Real Madrid,Atlético Madrid,Atlético Madrid,6:4 on pens,6,4,0,2,3,0,2,CB,90,0,0
85,8,2016. 8. 21,"Aug 21, 2016",1,16/17,1,Real Sociedad,64,6,Real Sociedad,Real Sociedad  (6.),Real Madrid,Real Madrid  (1.),0:3,3,0,0,6,2,4,0,CB,120,1,0
6,8,2016. 8. 27,"Aug 27, 2016",1,16/17,0,Celta de Vigo,20,16,Real Madrid,Real Madrid  (2.),Celta de Vigo,Celta de Vigo  (16.),2:1,2,1,0,3,6,0,4,CB,90,0,0
14,9,2016. 9. 10,"Sep 10, 2016",1,16/17,0,CA Osasuna,14,15,Real Madrid,Real Madrid  (3.),CA Osasuna,CA Osasuna  (15.),5:2,5,2,0,2,3,1,0,CB,90,0,0
4,9,2016. 9. 14,"Sep 14, 2016",0,16/17,0,Sporting CP,75,0,Real Madrid,Real Madrid,Sporting CP,Sporting CP,2:1,2,1,0,5,2,2,1,CB,90,1,0
4,9,2016. 9. 18,"Sep 18, 2016",1,16/17,1,RCD Espanyol Barcelona,60,15,RCD Espanyol Barcelona,Espanyol  (15.),Real Madrid,Real Madrid  (1.),0:2,2,0,0,2,5,1,2,CB,90,0,0
3,9,2016. 9. 21,"Sep 21, 2016",1,16/17,0,Villarreal CF,89,6,Real Madrid,Real Madrid  (1.),Villarreal CF,Villarreal  (6.),1:1,1,1,1,2,2,0,1,CB,90,0,0
3,9,2016. 9. 24,"Sep 24, 2016",1,16/17,1,UD Las Palmas,83,5,UD Las Palmas,UD Las Palmas  (5.),Real Madrid,Real Madrid  (1.),2:2,2,2,1,1,2,1,0,CB,90,1,0
3,9,2016. 9. 27,"Sep 27, 2016",0,16/17,1,Borussia Dortmund,12,0,Borussia Dortmund,Bor. Dortmund,Real Madrid,Real Madrid,2:2,2,2,1,2,1,2,1,CB,90,0,0
5,10,2016. 10. 2,"Oct 2, 2016",1,16/17,0,SD Eibar,70,8,Real Madrid,Real Madrid  (1.),SD Eibar,SD Eibar  (8.),1:1,1,1,1,2,2,2,2,not in squad,90,0,0
13,10,2016. 10. 15,"Oct 15, 2016",1,16/17,1,Real Betis Balompié,62,15,Real Betis Balompié,Real Betis  (15.),Real Madrid,Real Madrid  (2.),1:6,6,1,0,1,2,1,2,Knee Injury,0,0,0
3,10,2016. 10. 18,"Oct 18, 2016",0,16/17,0,Legia Warszawa,45,0,Real Madrid,Real Madrid,Legia Warszawa,Legia Warszawa,5:1,5,1,0,6,1,1,1,Knee Injury,0,0,0
5,10,2016. 10. 23,"Oct 23, 2016",1,16/17,0,Athletic Bilbao,8,6,Real Madrid,Real Madrid  (2.),Athletic Bilbao,Athletic  (6.),2:1,2,1,0,5,6,1,1,Knee Injury,0,0,0
3,10,2016. 10. 26,"Oct 26, 2016",2,16/17,1,Cultural Leonesa,25,21,Cultural Leonesa,CyD Leonesa,Real Madrid,Real Madrid,1:7,7,1,0,2,5,1,1,Knee Injury,0,0,0
3,10,2016. 10. 29,"Oct 29, 2016",1,16/17,1,Deportivo Alavés,25,13,Deportivo Alavés,Alavés  (13.),Real Madrid,Real Madrid  (1.),1:4,4,1,0,7,2,1,1,Knee Injury,0,0,0
4,11,2016. 11. 2,"Nov 2, 2016",0,16/17,1,Legia Warszawa,45,0,Legia Warszawa,Legia Warszawa,Real Madrid,Real Madrid,3:3,3,3,1,4,7,1,1,Knee Injury,0,0,0
4,11,2016. 11. 6,"Nov 6, 2016",1,16/17,0,CD Leganés,17,16,Real Madrid,Real Madrid  (1.),CD Leganés,CD Leganés  (16.),3:0,3,0,0,3,4,3,1,Knee Injury,0,0,0
13,11,2016. 11. 19,"Nov 19, 2016",1,16/17,1,Atlético Madrid,9,4,Atlético Madrid,Atlético Madrid  (4.),Real Madrid,Real Madrid  (1.),0:3,3,0,0,3,3,0,3,on the bench,0,0,0
3,11,2016. 11. 22,"Nov 22, 2016",0,16/17,1,Sporting CP,75,0,Sporting CP,Sporting CP,Real Madrid,Real Madrid,1:2,2,1,0,3,3,0,0,CB,0,0,0
4,11,2016. 11. 26,"Nov 26, 2016",1,16/17,0,Sporting Gijón,76,18,Real Madrid,Real Madrid  (1.),Sporting Gijón,Sporting Gijón  (18.),2:1,2,1,0,2,3,1,0,CB,90,0,1
4,11,2016. 11. 30,"Nov 30, 2016",2,16/17,0,Cultural Leonesa,25,21,Real Madrid,Real Madrid,Cultural Leonesa,CyD Leonesa,6:1,6,1,0,2,2,1,1,not in squad,72,0,0
3,12,2016. 12. 3,"Dec 3, 2016",1,16/17,1,FC Barcelona,30,2,FC Barcelona,FC Barcelona  (2.),Real Madrid,Real Madrid  (1.),1:1,1,1,1,6,2,1,1,CB,0,0,0
4,12,2016. 12. 7,"Dec 7, 2016",0,16/17,0,Borussia Dortmund,12,0,Real Madrid,Real Madrid,Borussia Dortmund,Bor. Dortmund,2:2,2,2,1,1,6,1,1,CB,90,1,0
3,12,2016. 12. 10,"Dec 10, 2016",1,16/17,0,Deportivo de La Coruña,26,16,Real Madrid,Real Madrid  (1.),Deportivo de La Coruña,Dep. La Coruña  (16.),3:2,3,2,0,2,1,2,1,CB,90,0,0
25,1,2017. 1. 4,"Jan 4, 2017",2,16/17,0,Sevilla FC,73,21,Real Madrid,Real Madrid,Sevilla FC,Sevilla FC,3:0,3,0,0,3,2,2,2,Muscular problems,90,1,0
3,1,2017. 1. 7,"Jan 7, 2017",1,16/17,0,Granada CF,41,19,Real Madrid,Real Madrid  (1.),Granada CF,Granada CF  (19.),5:0,5,0,0,3,3,0,2,Yellow card suspension,0,0,0
5,1,2017. 1. 12,"Jan 12, 2017",2,16/17,1,Sevilla FC,73,21,Sevilla FC,Sevilla FC,Real Madrid,Real Madrid,3:3,3,3,1,5,3,0,0,CB,0,0,0
3,1,2017. 1. 15,"Jan 15, 2017",1,16/17,1,Sevilla FC,73,2,Sevilla FC,Sevilla FC  (2.),Real Madrid,Real Madrid  (1.),2:1,1,2,2,3,5,3,0,CB,90,1,0
3,1,2017. 1. 18,"Jan 18, 2017",2,16/17,0,Celta de Vigo,20,21,Real Madrid,Real Madrid,Celta de Vigo,Celta de Vigo,1:2,1,2,2,1,3,2,3,CB,90,0,0
3,1,2017. 1. 21,"Jan 21, 2017",1,16/17,0,Málaga CF,48,13,Real Madrid,Real Madrid  (1.),Málaga CF,Málaga CF  (13.),2:1,2,1,0,1,1,2,2,CB,90,0,0
4,1,2017. 1. 25,"Jan 25, 2017",2,16/17,1,Celta de Vigo,20,21,Celta de Vigo,Celta de Vigo,Real Madrid,Real Madrid,2:2,2,2,1,2,1,1,2,CB,90,2,0
4,1,2017. 1. 29,"Jan 29, 2017",1,16/17,0,Real Sociedad,64,5,Real Madrid,Real Madrid  (1.),Real Sociedad,Real Sociedad  (5.),3:0,3,0,0,2,2,2,1,CB,90,0,0
13,2,2017. 2. 11,"Feb 11, 2017",1,16/17,1,CA Osasuna,14,20,CA Osasuna,CA Osasuna  (20.),Real Madrid,Real Madrid  (1.),1:3,3,1,0,3,2,0,2,CB,90,0,0
4,2,2017. 2. 15,"Feb 15, 2017",0,16/17,0,SSC Napoli,78,0,Real Madrid,Real Madrid,SSC Napoli,SSC Napoli,3:1,3,1,0,3,3,1,0,CB,90,0,0
3,2,2017. 2. 18,"Feb 18, 2017",1,16/17,0,RCD Espanyol Barcelona,60,9,Real Madrid,Real Madrid  (1.),RCD Espanyol Barcelona,Espanyol  (9.),2:0,2,0,0,3,3,1,1,Back trouble,71,0,0
4,2,2017. 2. 22,"Feb 22, 2017",1,16/17,1,Valencia CF,87,17,Valencia CF,Valencia  (17.),Real Madrid,Real Madrid  (1.),2:1,1,2,2,2,3,0,1,CB,0,0,0
4,2,2017. 2. 26,"Feb 26, 2017",1,16/17,1,Villarreal CF,89,6,Villarreal CF,Villarreal  (6.),Real Madrid,Real Madrid  (1.),2:3,3,2,0,1,2,2,0,CB,90,0,0
3,3,2017. 3. 1,"Mar 1, 2017",1,16/17,0,UD Las Palmas,83,12,Real Madrid,Real Madrid  (1.),UD Las Palmas,UD Las Palmas  (12.),3:3,3,3,1,3,1,2,2,CB,90,0,0
3,3,2017. 3. 4,"Mar 4, 2017",1,16/17,1,SD Eibar,70,7,SD Eibar,SD Eibar  (7.),Real Madrid,Real Madrid  (1.),1:4,4,1,0,3,3,3,2,CB,90,0,0
3,3,2017. 3. 7,"Mar 7, 2017",0,16/17,1,SSC Napoli,78,0,SSC Napoli,SSC Napoli,Real Madrid,Real Madrid,1:3,3,1,0,4,3,1,3,CB,90,0,0
5,3,2017. 3. 12,"Mar 12, 2017",1,16/17,0,Real Betis Balompié,62,14,Real Madrid,Real Madrid  (1.),Real Betis Balompié,Real Betis  (14.),2:1,2,1,0,3,4,1,1,CB,90,1,0
6,3,2017. 3. 18,"Mar 18, 2017",1,16/17,1,Athletic Bilbao,8,7,Athletic Bilbao,Athletic  (7.),Real Madrid,Real Madrid  (1.),1:2,2,1,0,2,3,1,1,CB,90,1,0
15,4,2017. 4. 2,"Apr 2, 2017",1,16/17,0,Deportivo Alavés,25,10,Real Madrid,Real Madrid  (1.),Deportivo Alavés,Alavés  (10.),3:0,3,0,0,2,2,1,1,not in squad,90,0,0
3,4,2017. 4. 5,"Apr 5, 2017",1,16/17,1,CD Leganés,17,17,CD Leganés,CD Leganés  (17.),Real Madrid,Real Madrid  (1.),2:4,4,2,0,3,2,0,1,CB,0,0,0
3,4,2017. 4. 8,"Apr 8, 2017",1,16/17,0,Atlético Madrid,9,3,Real Madrid,Real Madrid  (1.),Atlético Madrid,Atlético Madrid  (3.),1:1,1,1,1,4,3,2,0,CB,90,0,0
4,4,2017. 4. 12,"Apr 12, 2017",0,16/17,1,Bayern Munich,11,0,Bayern Munich,Bayern Munich,Real Madrid,Real Madrid,1:2,2,1,0,1,4,1,2,CB,90,0,0
3,4,2017. 4. 15,"Apr 15, 2017",1,16/17,1,Sporting Gijón,76,18,Sporting Gijón,Sporting Gijón  (18.),Real Madrid,Real Madrid  (1.),2:3,3,2,0,2,1,1,1,CB,90,0,0
3,4,2017. 4. 18,"Apr 18, 2017",0,16/17,0,Bayern Munich,11,0,Real Madrid,Real Madrid,Bayern Munich,Bayern Munich,4:2 AET,4,2,0,3,2,2,1,CB,90,0,0
5,4,2017. 4. 23,"Apr 23, 2017",1,16/17,0,FC Barcelona,30,2,Real Madrid,Real Madrid  (1.),FC Barcelona,FC Barcelona  (2.),2:3,2,3,2,4,3,2,2,CB,120,0,1
3,4,2017. 4. 26,"Apr 26, 2017",1,16/17,1,Deportivo de La Coruña,26,16,Deportivo de La Coruña,Dep. La Coruña  (16.),Real Madrid,Real Madrid  (1.),2:6,6,2,0,2,4,3,2,Red card suspension,77,0,0
3,4,2017. 4. 29,"Apr 29, 2017",1,16/17,0,Valencia CF,87,12,Real Madrid,Real Madrid  (1.),Valencia CF,Valencia  (12.),2:1,2,1,0,6,2,2,3,CB,0,0,0
3,5,2017. 5. 2,"May 2, 2017",0,16/17,0,Atlético Madrid,9,0,Real Madrid,Real Madrid,Atlético Madrid,Atlético Madrid,3:0,3,0,0,2,6,1,2,CB,90,0,0
4,5,2017. 5. 6,"May 6, 2017",1,16/17,1,Granada CF,41,19,Granada CF,Granada CF  (19.),Real Madrid,Real Madrid  (1.),0:4,4,0,0,3,2,0,1,CB,90,0,0
4,5,2017. 5. 10,"May 10, 2017",0,16/17,1,Atlético Madrid,9,0,Atlético Madrid,Atlético Madrid,Real Madrid,Real Madrid,2:1,1,2,2,4,3,0,0,CB,90,0,0
